[10-Mar-2014 10:05:23] PHP Parse error:  syntax error, unexpected $end in /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/app/storage/views/aae9804413cf765607c16f90505207ff on line 20
[12-Mar-2014 11:39:15] PHP  23. Illuminate\View\View->getContents() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/vendor/laravel/framework/src/Illuminate/View/View.php:102
[12-Mar-2014 11:39:15] PHP  24. Illuminate\View\Engines\CompilerEngine->get() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/vendor/laravel/framework/src/Illuminate/View/View.php:134
[12-Mar-2014 11:39:15] PHP  25. Illuminate\View\Engines\PhpEngine->evaluatePath() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/vendor/laravel/framework/src/Illuminate/View/Engines/CompilerEngine.php:56
[12-Mar-2014 11:40:12] PHP Parse error:  syntax error, unexpected T_OBJECT_OPERATOR in /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/app/storage/views/46a6bf4d7b0702529fa839c0a2bb6a99 on line 33
[12-Mar-2014 11:40:12] PHP Stack trace:
[12-Mar-2014 11:40:12] PHP   1. {main}() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/public/index.php:0
[12-Mar-2014 11:40:12] PHP   2. Illuminate\Foundation\Application->run() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/public/index.php:49
[12-Mar-2014 11:40:12] PHP   3. Stack\StackedHttpKernel->handle() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/vendor/laravel/framework/src/Illuminate/Foundation/Application.php:552
[12-Mar-2014 11:40:12] PHP   4. Illuminate\Cookie\Guard->handle() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/vendor/stack/builder/src/Stack/StackedHttpKernel.php:23
[12-Mar-2014 11:40:12] PHP   5. Illuminate\Cookie\Queue->handle() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/vendor/laravel/framework/src/Illuminate/Cookie/Guard.php:51
[12-Mar-2014 11:40:12] PHP   6. Illuminate\Session\Middleware->handle() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/vendor/laravel/framework/src/Illuminate/Cookie/Queue.php:47
[12-Mar-2014 11:40:12] PHP   7. Illuminate\Http\FrameGuard->handle() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/vendor/laravel/framework/src/Illuminate/Session/Middleware.php:58
[12-Mar-2014 11:40:12] PHP   8. Illuminate\Foundation\Application->handle() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/vendor/laravel/framework/src/Illuminate/Http/FrameGuard.php:38
[12-Mar-2014 11:40:12] PHP   9. Illuminate\Foundation\Application->dispatch() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/vendor/laravel/framework/src/Illuminate/Foundation/Application.php:652
[12-Mar-2014 11:40:12] PHP  10. Illuminate\Routing\Router->dispatch() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/vendor/laravel/framework/src/Illuminate/Foundation/Application.php:677
[12-Mar-2014 11:40:12] PHP  11. Illuminate\Routing\Router->dispatchToRoute() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/vendor/laravel/framework/src/Illuminate/Routing/Router.php:938
[12-Mar-2014 11:40:12] PHP  12. Illuminate\Routing\Router->prepareResponse() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/vendor/laravel/framework/src/Illuminate/Routing/Router.php:971
[12-Mar-2014 11:40:12] PHP  13. Symfony\Component\HttpFoundation\Response->__construct() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/vendor/laravel/framework/src/Illuminate/Routing/Router.php:1342
[12-Mar-2014 11:40:12] PHP  14. Illuminate\Http\Response->setContent() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/vendor/symfony/http-foundation/Symfony/Component/HttpFoundation/Response.php:202
[12-Mar-2014 11:40:12] PHP  15. Illuminate\View\View->render() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/vendor/laravel/framework/src/Illuminate/Http/Response.php:70
[12-Mar-2014 11:40:12] PHP  16. Illuminate\View\View->renderContents() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/vendor/laravel/framework/src/Illuminate/View/View.php:76
[12-Mar-2014 11:40:12] PHP  17. Illuminate\View\View->getContents() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/vendor/laravel/framework/src/Illuminate/View/View.php:102
[12-Mar-2014 11:40:12] PHP  18. Illuminate\View\Engines\CompilerEngine->get() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/vendor/laravel/framework/src/Illuminate/View/View.php:134
[12-Mar-2014 11:40:12] PHP  19. Illuminate\View\Engines\PhpEngine->evaluatePath() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/vendor/laravel/framework/src/Illuminate/View/Engines/CompilerEngine.php:56
[12-Mar-2014 11:40:12] PHP  20. include() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/vendor/laravel/framework/src/Illuminate/View/Engines/PhpEngine.php:37
[12-Mar-2014 11:40:12] PHP  21. Illuminate\View\View->render() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/app/storage/views/2578742284790a499e3454a53af00d5a:13
[12-Mar-2014 11:40:12] PHP  22. Illuminate\View\View->renderContents() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/vendor/laravel/framework/src/Illuminate/View/View.php:76
[12-Mar-2014 11:40:12] PHP  23. Illuminate\View\View->getContents() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/vendor/laravel/framework/src/Illuminate/View/View.php:102
[12-Mar-2014 11:40:12] PHP  24. Illuminate\View\Engines\CompilerEngine->get() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/vendor/laravel/framework/src/Illuminate/View/View.php:134
[12-Mar-2014 11:40:12] PHP  25. Illuminate\View\Engines\PhpEngine->evaluatePath() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/vendor/laravel/framework/src/Illuminate/View/Engines/CompilerEngine.php:56
[12-Mar-2014 13:08:24] PHP Parse error:  syntax error, unexpected ';' in /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/app/storage/views/c9851ba88f62a934358a90b97ea8174f on line 7
[12-Mar-2014 13:08:24] PHP Stack trace:
[12-Mar-2014 13:08:24] PHP   1. {main}() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/public/index.php:0
[12-Mar-2014 13:08:24] PHP   2. Illuminate\Foundation\Application->run() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/public/index.php:49
[12-Mar-2014 13:08:24] PHP   3. Stack\StackedHttpKernel->handle() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/vendor/laravel/framework/src/Illuminate/Foundation/Application.php:552
[12-Mar-2014 13:08:24] PHP   4. Illuminate\Cookie\Guard->handle() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/vendor/stack/builder/src/Stack/StackedHttpKernel.php:23
[12-Mar-2014 13:08:24] PHP   5. Illuminate\Cookie\Queue->handle() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/vendor/laravel/framework/src/Illuminate/Cookie/Guard.php:51
[12-Mar-2014 13:08:24] PHP   6. Illuminate\Session\Middleware->handle() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/vendor/laravel/framework/src/Illuminate/Cookie/Queue.php:47
[12-Mar-2014 13:08:24] PHP   7. Illuminate\Http\FrameGuard->handle() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/vendor/laravel/framework/src/Illuminate/Session/Middleware.php:58
[12-Mar-2014 13:08:24] PHP   8. Illuminate\Foundation\Application->handle() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/vendor/laravel/framework/src/Illuminate/Http/FrameGuard.php:38
[12-Mar-2014 13:08:24] PHP   9. Illuminate\Foundation\Application->dispatch() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/vendor/laravel/framework/src/Illuminate/Foundation/Application.php:652
[12-Mar-2014 13:08:24] PHP  10. Illuminate\Routing\Router->dispatch() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/vendor/laravel/framework/src/Illuminate/Foundation/Application.php:677
[12-Mar-2014 13:08:24] PHP  11. Illuminate\Routing\Router->dispatchToRoute() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/vendor/laravel/framework/src/Illuminate/Routing/Router.php:938
[12-Mar-2014 13:08:24] PHP  12. Illuminate\Routing\Router->prepareResponse() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/vendor/laravel/framework/src/Illuminate/Routing/Router.php:971
[12-Mar-2014 13:08:24] PHP  13. Symfony\Component\HttpFoundation\Response->__construct() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/vendor/laravel/framework/src/Illuminate/Routing/Router.php:1342
[12-Mar-2014 13:08:24] PHP  14. Illuminate\Http\Response->setContent() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/vendor/symfony/http-foundation/Symfony/Component/HttpFoundation/Response.php:202
[12-Mar-2014 13:08:24] PHP  15. Illuminate\View\View->render() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/vendor/laravel/framework/src/Illuminate/Http/Response.php:70
[12-Mar-2014 13:08:24] PHP  16. Illuminate\View\View->renderContents() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/vendor/laravel/framework/src/Illuminate/View/View.php:76
[12-Mar-2014 13:08:24] PHP  17. Illuminate\View\View->getContents() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/vendor/laravel/framework/src/Illuminate/View/View.php:102
[12-Mar-2014 13:08:24] PHP  18. Illuminate\View\Engines\CompilerEngine->get() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/vendor/laravel/framework/src/Illuminate/View/View.php:134
[12-Mar-2014 13:08:24] PHP  19. Illuminate\View\Engines\PhpEngine->evaluatePath() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/vendor/laravel/framework/src/Illuminate/View/Engines/CompilerEngine.php:56
[12-Mar-2014 13:08:24] PHP  20. include() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/vendor/laravel/framework/src/Illuminate/View/Engines/PhpEngine.php:37
[12-Mar-2014 13:08:24] PHP  21. Illuminate\View\View->render() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/app/storage/views/aae9804413cf765607c16f90505207ff:13
[12-Mar-2014 13:08:24] PHP  22. Illuminate\View\View->renderContents() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/vendor/laravel/framework/src/Illuminate/View/View.php:76
[12-Mar-2014 13:08:24] PHP  23. Illuminate\View\View->getContents() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/vendor/laravel/framework/src/Illuminate/View/View.php:102
[12-Mar-2014 13:08:24] PHP  24. Illuminate\View\Engines\CompilerEngine->get() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/vendor/laravel/framework/src/Illuminate/View/View.php:134
[12-Mar-2014 13:08:24] PHP  25. Illuminate\View\Engines\PhpEngine->evaluatePath() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/vendor/laravel/framework/src/Illuminate/View/Engines/CompilerEngine.php:56
